ad_id,channel,product_id,product_name,product_category,ad_first_dt,ad_last_dt,ucompany_id,campaign_objective,targeting_age,targeting_genders,os_type
15712434228,Google,com.sevenpirates.idl,銇勩亼銉硷紒鏀剧疆鎴﹀＋,,2022/1/4,2022/2/16,32227,APP_INSTALLS,24-65,male,ANDROID
15738995501,Google,tile.connect.onet.on,Tile Connect - Tile Match Game,,2022/1/1,2022/2/8,66703,APP_INSTALLS,18-65,,ANDROID
15745148062,Google,com.meet.andr,Hurrah,,2022/1/4,2022/1/4,16727,APP_INSTALLS,18-65,,ANDROID
15765688064,Google,com.firstmeetgame.sw,,,2022/1/5,2022/1/18,44850,LINK_CLICKS,18-65,male,ANDROID
15769576719,Google,com.weedcrusher.glob,Weed Crusher,,2022/1/5,2022/1/28,36254,APP_INSTALLS,18-65,,ANDROID
15784207159,Google,tile.connect.onet.on,Tile Connect - Tile Match Game,,2022/1/6,2022/2/8,66703,APP_INSTALLS,18-65,,ANDROID
15789791676,Google,com.wakapro.videocal,,,2022/1/7,2022/1/12,14353,APP_INSTALLS,18-60,male,ANDROID
15790005963,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15790018251,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15790018521,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15790036971,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/9,32227,APP_INSTALLS,24-65,male,ANDROID
15790037037,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15790037223,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15792304014,Google,com.wakapro.videocal,,,2022/1/8,2022/1/12,14353,APP_INSTALLS,18-60,male,ANDROID
15792538032,Google,com.wakapro.videocal,,,2022/1/8,2022/1/11,14353,APP_INSTALLS,18-60,male,ANDROID
15794148679,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15794156143,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15794156149,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15794172844,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/9,32227,APP_INSTALLS,24-65,male,ANDROID
15794431327,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/7,2022/1/10,65695,APP_INSTALLS,18-65,,ANDROID
15796493191,Google,com.wakapro.videocal,,,2022/1/8,2022/1/11,14353,APP_INSTALLS,18-60,male,ANDROID
15796721014,Google,com.wakapro.videocal,,,2022/1/8,2022/1/12,14353,APP_INSTALLS,18-60,male,ANDROID
15797350712,Google,com.wakapro.videocal,,,2022/1/7,2022/1/17,14353,APP_INSTALLS,18-60,male,ANDROID
15797539103,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15797539169,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15797554943,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15797555009,Google,com.sevenpirates.idl,,,2022/1/8,2022/1/10,32227,APP_INSTALLS,24-65,male,ANDROID
15800330127,Google,com.vejitafirenight.,,,2022/1/8,2022/1/10,56836,APP_INSTALLS,21-49,male,ANDROID
15800336043,Google,com.vejitafirenight.,,,2022/1/9,2022/1/9,56836,APP_INSTALLS,21-49,male,ANDROID
15804601594,Google,com.vejitafirenight.,,,2022/1/8,2022/1/9,56836,APP_INSTALLS,21-49,male,ANDROID
15807171281,Google,com.higgs.domino,KayaDominoQiuQiu: Real QQ Slot,,2022/1/8,2022/1/14,10485,OUTCOME_APP_PROMOTIO,25-45,male,ANDROID
15807852230,Google,com.vejitafirenight.,,,2022/1/8,2022/1/10,56836,APP_INSTALLS,21-49,male,ANDROID
15814092424,Google,com.vejitafirenight.,,,2022/1/9,2022/1/10,56836,APP_INSTALLS,21-49,male,ANDROID
15818718603,Google,com.vejitafirenight.,,,2022/1/10,2022/1/11,56836,APP_INSTALLS,21-49,male,ANDROID
15819477798,Google,1592974620,,,2022/1/10,2022/1/18,13662,APP_INSTALLS,18-65,,IOS
15819930660,Google,com.vejitafirenight.,,,2022/1/10,2022/1/15,56836,APP_INSTALLS,21-49,male,ANDROID
15824687689,Google,com.zuduifangzhi.sc,,,2022/1/11,2022/2/22,42685,APP_INSTALLS,18-45,male,ANDROID
15826906742,Google,com.vejitafirenight.,,,2022/1/10,2022/1/10,56836,APP_INSTALLS,21-49,male,ANDROID
15827107670,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/10,2022/1/11,65695,APP_INSTALLS,18-65,,ANDROID
15827431901,Google,com.vejitafirenight.,,,2022/1/10,2022/1/10,56836,APP_INSTALLS,21-49,male,ANDROID
15829024707,Google,com.vejitafirenight.,,,2022/1/11,2022/1/11,56836,APP_INSTALLS,21-49,male,ANDROID
15829713483,Google,com.wakapro.videocal,,,2022/1/11,2022/1/18,14353,APP_INSTALLS,18-60,male,ANDROID
15830258382,Google,com.wakapro.videocal,,,2022/1/11,2022/1/12,14353,APP_INSTALLS,18-60,male,ANDROID
15830258622,Google,com.wakapro.videocal,,,2022/1/11,2022/1/12,14353,APP_INSTALLS,18-60,male,ANDROID
15830258625,Google,com.wakapro.videocal,,,2022/1/11,2022/1/12,14353,APP_INSTALLS,18-60,male,ANDROID
15830258814,Google,com.wakapro.videocal,,,2022/1/11,2022/1/17,14353,APP_INSTALLS,18-60,male,ANDROID
15830259039,Google,com.wakapro.videocal,,,2022/1/11,2022/1/14,14353,APP_INSTALLS,18-60,male,ANDROID
15830599364,Google,com.vejitafirenight.,,,2022/1/11,2022/1/18,56836,APP_INSTALLS,21-49,male,ANDROID
15830924784,Google,com.vejitafirenight.,,,2022/1/11,2022/1/18,56836,APP_INSTALLS,21-49,male,ANDROID
15832412619,Google,com.app.magpiecredit,V铆 H峄 T瓢峄沜,,2022/1/12,2022/3/10,-999,APP_INSTALLS,20-57,,ANDROID
15834803221,Google,com.wakapro.videocal,,,2022/1/11,2022/1/14,14353,APP_INSTALLS,18-60,male,ANDROID
15835478581,Google,com.vejitafirenight.,,,2022/1/11,2022/1/13,56836,APP_INSTALLS,21-49,male,ANDROID
15835489399,Google,com.vejitafirenight.,,,2022/1/11,2022/1/18,56836,APP_INSTALLS,21-49,male,ANDROID
15836785346,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/11,2022/1/11,65695,APP_INSTALLS,18-65,,ANDROID
15840150225,Google,com.wakapro.videocal,,,2022/1/12,2022/1/27,14353,APP_INSTALLS,18-60,male,ANDROID
15840572572,Google,com.lotteryonline.ke,Kerala Lottery Online,,2022/1/12,2022/1/12,68258,OUTCOME_APP_PROMOTIO,25-59,male,ANDROID
15840998879,Google,com.fast.carpcredit,Carp Credit,,2022/1/12,2022/3/10,-999,APP_INSTALLS,18-65,,ANDROID
15841958352,Google,com.bubble.shooter.p,,,2022/1/13,2022/1/17,10742,APP_INSTALLS,18-65,female,ANDROID
15844422476,Google,com.lotteryonline.ke,Kerala Lottery Online,,2022/1/12,2022/1/12,68258,OUTCOME_APP_PROMOTIO,25-59,male,ANDROID
15848988416,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/12,2022/1/13,65695,APP_INSTALLS,18-65,,ANDROID
15850430639,Google,com.bubble.shooter.p,,,2022/1/13,2022/1/17,10742,APP_INSTALLS,18-65,female,ANDROID
15855608317,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/13,2022/1/14,65695,APP_INSTALLS,18-65,,ANDROID
15859409465,Google,com.xxdzz.sea.ly,娑堟秷澶т綔鎴,,2022/1/14,2022/1/20,68301,APP_INSTALLS,25-44,male,ANDROID
15862437723,Google,com.wifispeed.check,WiFi Speed - Speedtest 锛 Check,,2022/1/14,2022/4/2,25228,APP_INSTALLS,18-65,,ANDROID
15862514070,Google,com.wingame.sky,Truco Estrela e Mineiro,,2022/1/14,2022/1/16,56836,APP_INSTALLS,25-55,male,ANDROID
15862654773,Google,com.doublefs.halara,halara,,2022/1/17,2022/1/24,37121,APP_INSTALLS,18-65,female,ANDROID
15862662906,Google,1545920983,halara,,2022/1/17,2022/1/24,37121,APP_INSTALLS,18-65,female,IOS
15863308221,Google,1538549030,Tank Warfare: PvP Blitz Game,,2022/1/15,2022/1/24,20430,APP_INSTALLS,13-65,,IOS
15866732368,Google,com.phonehelper.clea,"Cleaner-Booster,Security",,2022/1/14,2022/2/9,48128,APP_INSTALLS,21-65,,ANDROID
15866996041,Google,com.doublefs.halara,halara,,2022/1/17,2022/2/18,37121,APP_INSTALLS,18-65,female,ANDROID
15867009571,Google,com.vejitafirenight.,,,2022/1/14,2022/1/15,56836,APP_INSTALLS,21-49,male,ANDROID
15867378415,Google,1545920983,halara,,2022/1/17,2022/3/8,37121,APP_INSTALLS,18-65,female,IOS
15867925366,Google,com.wakapro.videocal,,,2022/1/14,2022/1/17,14353,APP_INSTALLS,18-60,male,ANDROID
15870456443,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/14,2022/1/14,65695,APP_INSTALLS,18-65,,ANDROID
15870972137,Google,com.wingame.sky,Truco Estrela e Mineiro,,2022/1/14,2022/1/15,56836,APP_INSTALLS,25-55,male,ANDROID
15872877771,Google,com.Intpz.Zone,,,2022/1/15,2022/1/19,52627,APP_INSTALLS,18-65,,ANDROID
15877122391,Google,com.Intpz.Zone,,,2022/1/15,2022/1/18,52627,APP_INSTALLS,18-65,,ANDROID
15886840297,Google,com.vejitafirenight.,,,2022/1/16,2022/1/24,56836,APP_INSTALLS,21-49,male,ANDROID
15890933738,Google,com.vejitafirenight.,,,2022/1/16,2022/1/21,56836,APP_INSTALLS,21-49,male,ANDROID
15891968574,Google,1600487011,Life Care-Care about yourself,,2022/1/18,2022/3/1,3988,APP_INSTALLS,18-65,,IOS
15892033914,Google,1600487011,Life Care-Care about yourself,,2022/1/17,2022/1/21,3988,APP_INSTALLS,18-65,,IOS
15892061892,Google,1603392104,Magic Life-Face Swap&Effects,,2022/1/17,2022/2/22,3988,APP_INSTALLS,18-65,,IOS
15892090308,Google,1601370901,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/1/25,44850,LINK_CLICKS,18-65,male,IOS
15895482220,Google,com.vejitafirenight.,,,2022/1/17,2022/1/24,56836,APP_INSTALLS,21-49,male,ANDROID
15896030323,Google,1600487011,Life Care-Care about yourself,,2022/1/17,2022/3/15,3988,APP_INSTALLS,18-65,,IOS
15896049973,Google,1600487011,Life Care-Care about yourself,,2022/1/20,2022/1/21,3988,APP_INSTALLS,18-65,,IOS
15896125417,Google,com.vejitafirenight.,,,2022/1/17,2022/1/25,56836,APP_INSTALLS,21-49,male,ANDROID
15896469244,Google,1600487011,Life Care-Care about yourself,,2022/1/17,2022/3/15,3988,APP_INSTALLS,18-65,,IOS
15900118997,Google,1603392104,Magic Life-Face Swap&Effects,,2022/1/17,2022/1/19,3988,APP_INSTALLS,18-65,,IOS
15900157148,Google,1603392104,Magic Life-Face Swap&Effects,,2022/1/17,2022/1/20,3988,APP_INSTALLS,18-65,,IOS
15900186146,Google,1603392104,Magic Life-Face Swap&Effects,,2022/1/17,2022/1/18,3988,APP_INSTALLS,18-65,,IOS
15900261491,Google,1600487011,Life Care-Care about yourself,,2022/1/24,2022/1/29,3988,APP_INSTALLS,18-65,,IOS
15902017806,Google,1601370901,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/1/25,44850,LINK_CLICKS,18-65,male,IOS
15902026002,Google,1601370901,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/1/25,44850,LINK_CLICKS,18-65,male,IOS
15902084628,Google,1601370901,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/1/19,44850,LINK_CLICKS,18-65,male,IOS
15902465004,Google,1601370901,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/1/19,44850,LINK_CLICKS,18-65,male,IOS
15902907078,Google,cash.meprestamo.tala,,,2022/1/18,2022/1/19,45633,APP_INSTALLS,25-60,,ANDROID
15902926275,Google,cash.meprestamo.tala,,,2022/1/18,2022/1/20,45633,APP_INSTALLS,25-60,,ANDROID
15905886643,Google,com.Intpz.Zone,,,2022/1/18,2022/1/24,52627,APP_INSTALLS,18-65,,ANDROID
15906442045,Google,com.meet.andr,Hurrah,,2022/1/18,2022/1/19,16727,APP_INSTALLS,18-65,,ANDROID
15906692149,Google,1601370901,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/1/25,44850,LINK_CLICKS,18-65,male,IOS
15912585294,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/20,2022/1/23,65695,APP_INSTALLS,18-65,,ANDROID
15913530378,Google,com.firstmeetgame.sw,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/2/18,44850,LINK_CLICKS,18-65,male,ANDROID
15913532868,Google,com.firstmeetgame.sw,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/2/18,44850,LINK_CLICKS,18-65,male,ANDROID
15913720491,Google,1590990024,鞚挫姢6 鞓澕鞚,,2022/1/20,2022/2/6,38431,APP_INSTALLS,18-65,male,IOS
15914059386,Google,com.firstmeetgame.sw,,,2022/1/19,2022/1/19,44850,LINK_CLICKS,18-65,male,ANDROID
15914837730,Google,com.wingame.sky,Truco Estrela e Mineiro,,2022/1/19,2022/2/10,56836,APP_INSTALLS,25-55,male,ANDROID
15918586273,Google,com.wifispeed.check,WiFi Speed - Speedtest 锛 Check,,2022/1/19,2022/1/21,25228,APP_INSTALLS,18-65,,ANDROID
15918809992,Google,1601370901,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/1/19,44850,LINK_CLICKS,18-65,male,IOS
15918814039,Google,1601370901,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/1/19,44850,LINK_CLICKS,18-65,male,IOS
15919170946,Google,1574456613,鏈締鑱锋キ妫掔悆-鏋楀畨鍙唬瑷,,2022/1/19,2022/1/20,62270,APP_INSTALLS,18-65,male,IOS
15921415379,Google,1603392104,Magic Life-Face Swap&Effects,,2022/1/19,2022/2/1,3988,APP_INSTALLS,18-65,,IOS
15921485759,Google,1600487011,Life Care-Care about yourself,,2022/1/19,2022/2/9,3988,APP_INSTALLS,18-65,,IOS
15921850751,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/20,2022/1/24,65695,APP_INSTALLS,18-65,,ANDROID
15922263524,Google,com.firstmeetgame.sw,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/2/28,44850,LINK_CLICKS,18-65,male,ANDROID
15922281104,Google,com.firstmeetgame.sw,觳滍樇M: 氍错槕 MMORPG,,2022/1/19,2022/2/28,44850,LINK_CLICKS,18-65,male,ANDROID
15922545758,Google,1590990024,鞚挫姢6 鞓澕鞚,,2022/1/20,2022/4/11,38431,APP_INSTALLS,18-65,male,IOS
15922998710,Google,com.firstmeetgame.sw,,,2022/1/19,2022/1/19,44850,LINK_CLICKS,18-65,male,ANDROID
15923756606,Google,com.wingame.sky,Truco Estrela e Mineiro,,2022/1/19,2022/1/23,56836,APP_INSTALLS,25-55,male,ANDROID
15930874546,Google,1574456613,鏈締鑱锋キ妫掔悆-鏋楀畨鍙唬瑷,,2022/1/20,2022/1/24,62270,APP_INSTALLS,18-65,male,IOS
15931046377,Google,com.wingame.sky,Truco Estrela e Mineiro,,2022/1/20,2022/1/22,56836,APP_INSTALLS,25-55,male,ANDROID
15935134508,Google,1574456613,鏈締鑱锋キ妫掔悆-鏋楀畨鍙唬瑷,,2022/1/20,2022/1/20,62270,APP_INSTALLS,18-65,male,IOS
15937401063,Google,1603392104,Magic Life-Face Swap&Effects,,2022/1/21,2022/2/1,3988,APP_INSTALLS,18-65,,IOS
15938391303,Google,1600487011,Life Care-Care about yourself,,2022/1/21,2022/1/23,3988,APP_INSTALLS,18-65,,IOS
15938814177,Google,match.tile.vent.game,Vent Match:Zen World,,2022/1/21,2022/4/1,15623,OUTCOME_APP_PROMOTIO,18-65,,ANDROID
15939568506,Google,1574456613,鏈締鑱锋キ妫掔悆-鏋楀畨鍙唬瑷,,2022/1/21,2022/1/25,62270,APP_INSTALLS,18-65,male,IOS
15940253514,Google,com.brain.cat,,,2022/1/21,2022/1/23,1158,APP_INSTALLS,13-65,,ANDROID
15941865280,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/21,2022/1/24,65695,APP_INSTALLS,18-65,,ANDROID
15944298613,Google,com.meet.us,Meetus - Live social chat,,2022/1/22,2022/1/28,60316,APP_INSTALLS,18-65,male,ANDROID
15944699968,Google,com.brain.cat,,,2022/1/21,2022/1/24,1158,APP_INSTALLS,13-65,,ANDROID
15944761807,Google,com.brain.cat,,,2022/1/21,2022/1/29,1158,APP_INSTALLS,13-65,,ANDROID
15947170934,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/21,2022/1/24,65695,APP_INSTALLS,18-65,,ANDROID
15947702861,Google,1600487011,Life Care-Care about yourself,,2022/1/21,2022/1/23,3988,APP_INSTALLS,18-65,,IOS
15950640654,Google,com.justdo.sample,,,2022/1/23,2022/1/27,-999,APP_INSTALLS,20-65,male,ANDROID
15961024992,Google,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/1/25,2022/2/18,941,LINK_CLICKS,18-65,male,ANDROID
15961039584,Google,com.herogame.gplay.s,,,2022/1/25,2022/1/28,941,LINK_CLICKS,18-65,male,ANDROID
15962327985,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/24,2022/1/24,65695,APP_INSTALLS,18-65,,ANDROID
15965001037,Google,com.brain.cat,,,2022/1/23,2022/1/29,1158,APP_INSTALLS,13-65,,ANDROID
15965655319,Google,com.herogame.gplay.s,闈堥瓊娼睈锛氫汉鍋惰鍏ㄨ糠瀹帰闅猂PG,,2022/1/25,2022/2/18,941,LINK_CLICKS,18-65,male,ANDROID
15970282770,Google,com.vejitafirenight.,,,2022/1/24,2022/1/24,56836,APP_INSTALLS,21-49,male,ANDROID
15975737017,Google,1605703733,,,2022/1/25,2022/2/8,57836,APP_INSTALLS,18-65,,IOS
15976218466,Google,com.justdo.sample,,,2022/1/24,2022/1/27,-999,APP_INSTALLS,20-65,male,ANDROID
15976786738,Google,com.vejitafirenight.,,,2022/1/24,2022/2/25,56836,APP_INSTALLS,21-49,male,ANDROID
15980801672,Google,1605703733,,,2022/1/24,2022/2/23,57836,APP_INSTALLS,18-65,,IOS
15981362132,Google,com.vejitafirenight.,,,2022/1/24,2022/3/2,56836,APP_INSTALLS,21-49,male,ANDROID
15981886472,Google,1600487011,Life Care-Care about yourself,,2022/1/24,2022/3/17,3988,APP_INSTALLS,18-65,,IOS
15982828062,Google,com.transpetty.rada.,Kasi Loan-Instant and Safe Credit Loans to M-PESA,,2022/1/25,2022/4/26,36439,APP_INSTALLS,18-65,,ANDROID
15983624148,Google,1603392104,Magic Life-Face Swap&Effects,,2022/1/25,2022/2/11,3988,APP_INSTALLS,18-65,,IOS
15985139652,Google,com.vejitafirenight.,,,2022/1/25,2022/2/17,56836,APP_INSTALLS,21-49,male,ANDROID
15988614232,Google,1600487011,Life Care-Care about yourself,,2022/1/25,2022/3/6,3988,APP_INSTALLS,18-65,,IOS
15993615293,Google,1603392104,Magic Life-Face Swap&Effects,,2022/1/25,2022/2/11,3988,APP_INSTALLS,18-65,,IOS
15994536869,Google,com.fishing.goku.idn,Fishing Goku Casino-Fish Boss,,2022/1/26,2022/2/15,52627,APP_INSTALLS,22-65,,ANDROID
15994538084,Google,com.fishing.goku.idn,Fishing Goku Casino-Fish Boss,,2022/1/26,2022/2/15,52627,APP_INSTALLS,22-65,,ANDROID
15996855355,Google,com.haoplay.and.nzg,濂堜綍濂虫帉鏌,,2022/1/26,2022/1/29,38431,APP_INSTALLS,18-50,male,ANDROID
15999173887,Google,1593879183,鑱栨ü鍠氭瓕-瀹夊績浜炶彲楹椾唬瑷,,2022/1/26,2022/2/4,58560,APP_INSTALLS,18-60,male,IOS
15999178285,Google,1593879183,鑱栨ü鍠氭瓕-瀹夊績浜炶彲楹椾唬瑷,,2022/1/26,2022/2/4,58560,APP_INSTALLS,18-60,male,IOS
15999671926,Google,com.isugarabc.androi,iSugar - Live Video Chat,,2022/1/26,2022/2/16,54716,OUTCOME_APP_PROMOTIO,20-64,male,ANDROID
16001539625,Google,com.haoplay.and.nzg,濂堜綍濂虫帉鏌,,2022/1/26,2022/1/29,38431,APP_INSTALLS,18-50,male,ANDROID
16003242921,Google,com.justdo.sample,,,2022/1/28,2022/1/29,-999,APP_INSTALLS,20-65,male,ANDROID
16003310286,Google,tile.connect.onet.on,Tile Connect - Tile Match Game,,2022/1/27,2022/4/2,66703,APP_INSTALLS,18-65,,ANDROID
16003698620,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/26,2022/1/27,65695,APP_INSTALLS,18-65,,ANDROID
16004432042,Google,com.vejitafirenight.,,,2022/1/26,2022/3/7,56836,APP_INSTALLS,21-49,male,ANDROID
16007023417,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/27,2022/1/28,65695,APP_INSTALLS,18-65,,ANDROID
16007251402,Google,com.feamber.pool3,Real Pool 3D 2,,2022/1/26,2022/2/25,10605,APP_INSTALLS,13-65,,ANDROID
16007991820,Google,com.feamber.pool3,Real Pool 3D 2,,2022/1/26,2022/2/25,10605,APP_INSTALLS,13-65,,ANDROID
16008884611,Google,tile.connect.onet.on,Tile Connect - Tile Match Game,,2022/1/27,2022/3/29,66703,APP_INSTALLS,18-65,,ANDROID
16009172827,Google,1566321148,PopShooter Blast,,2022/1/27,2022/2/7,6673,APP_INSTALLS,21-65,female,IOS
16009502092,Google,1566321148,PopShooter Blast,,2022/1/27,2022/2/7,6673,APP_INSTALLS,21-65,female,IOS
16009551781,Google,1566321148,PopShooter Blast,,2022/1/27,2022/2/7,6673,APP_INSTALLS,21-65,female,IOS
16012150208,Google,com.justdo.sample,,,2022/1/27,2022/1/31,-999,APP_INSTALLS,20-65,male,ANDROID
16012177178,Google,com.justdo.sample,,,2022/1/27,2022/2/1,-999,APP_INSTALLS,20-65,male,ANDROID
16014227642,Google,com.odaschool.robin,OdaSchool,,2022/1/27,2022/1/31,36138,APP_INSTALLS,35-55,female,ANDROID
16014782541,Google,net.surprise.box,Mangou - a box has everything,,2022/1/28,2022/2/14,70848,APP_INSTALLS,20-44,,ANDROID
16022228812,Google,com.bunny,Bunny - Video Chat Online,,2022/1/28,2022/2/7,60316,OUTCOME_APP_PROMOTIO,18-65,male,ANDROID
16024228247,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/28,2022/1/30,65695,APP_INSTALLS,18-65,,ANDROID
16025511072,Google,com.wifispeed.check,WiFi Speed - Speedtest 锛 Check,,2022/1/29,2022/2/7,25228,APP_INSTALLS,18-65,,ANDROID
16025830241,Google,com.meet.us,Meetus - Live social chat,,2022/1/28,2022/3/19,60316,APP_INSTALLS,18-65,male,ANDROID
16034144583,Google,1566321148,PopShooter Blast,,2022/1/30,2022/1/31,6673,APP_INSTALLS,21-65,female,IOS
16034144862,Google,1566321148,PopShooter Blast,,2022/1/30,2022/1/31,6673,APP_INSTALLS,21-65,female,IOS
16035674129,Google,com.odaschool.robin,OdaSchool,,2022/1/28,2022/2/17,36138,APP_INSTALLS,35-55,female,ANDROID
16039945102,Google,1566321148,PopShooter Blast,,2022/1/30,2022/1/31,6673,APP_INSTALLS,21-65,female,IOS
16040888764,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/30,2022/1/31,65695,APP_INSTALLS,18-65,,ANDROID
16041478714,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/30,2022/2/1,65695,APP_INSTALLS,18-65,,ANDROID
16045588503,Google,com.justdo.sample,,,2022/1/31,2022/2/3,-999,APP_INSTALLS,20-65,male,ANDROID
16057033844,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/1/31,2022/2/1,65695,APP_INSTALLS,18-65,,ANDROID
16069851497,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/2/1,2022/2/2,65695,APP_INSTALLS,18-65,,ANDROID
16085421741,Google,com.d11ec.agile,,,2022/2/4,2022/3/12,53377,APP_INSTALLS,22-55,,ANDROID
16097150612,Google,1566321148,PopShooter Blast,,2022/2/4,2022/2/7,6673,APP_INSTALLS,21-65,female,IOS
16099602158,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/2/4,2022/2/6,65695,APP_INSTALLS,18-65,,ANDROID
16107399827,Google,com.d11ec.agile,,,2022/2/4,2022/3/11,53377,APP_INSTALLS,22-55,,ANDROID
16107794151,Google,com.d11ec.agile,,,2022/2/5,2022/3/12,53377,APP_INSTALLS,22-55,,ANDROID
16113604734,Google,com.fast.carpcredit,Carp Credit,,2022/2/6,2022/3/10,-999,APP_INSTALLS,18-65,,ANDROID
16113702380,Google,com.lotteryonline.ke,Kerala Lottery Online,,2022/2/7,2022/2/8,68258,OUTCOME_APP_PROMOTIO,25-59,male,ANDROID
16113841112,Google,com.lotteryonline.ke,Kerala Lottery Online,,2022/2/8,2022/3/25,68258,OUTCOME_APP_PROMOTIO,25-59,male,ANDROID
16118345018,Google,com.yeetown.bricks.b,Bricks Breaker: Hit Ball Blast,,2022/2/5,2022/2/7,65695,APP_INSTALLS,18-65,,ANDROID
16119143730,Google,com.d11ec.agile,,,2022/2/6,2022/3/13,53377,APP_INSTALLS,22-55,,ANDROID
16119556510,Google,com.lotteryonline.ke,Kerala Lottery Online,,2022/2/7,2022/2/8,68258,OUTCOME_APP_PROMOTIO,25-59,male,ANDROID
16119671735,Google,com.d11ec.agile,,,2022/2/5,2022/3/12,53377,APP_INSTALLS,22-55,,ANDROID
16121089869,Google,com.d11ec.agile,,,2022/2/6,2022/3/13,53377,APP_INSTALLS,22-55,,ANDROID
16124360620,Google,com.d11ec.agile,,,2022/2/6,2022/3/13,53377,APP_INSTALLS,22-55,,ANDROID
16124360623,Google,com.d11ec.agile,,,2022/2/6,2022/3/12,53377,APP_INSTALLS,22-55,,ANDROID
16124360797,Google,com.d11ec.agile,,,2022/2/6,2022/3/12,53377,APP_INSTALLS,22-55,,ANDROID
16129231857,Google,1566321148,PopShooter Blast,,2022/2/7,2022/2/17,6673,APP_INSTALLS,21-65,female,IOS
16129231899,Google,1566321148,PopShooter Blast,,2022/2/7,2022/2/17,6673,APP_INSTALLS,21-65,female,IOS
16129254687,Google,1566321148,PopShooter Blast,,2022/2/7,2022/2/17,6673,APP_INSTALLS,21-65,female,IOS
16129385988,Google,1603392104,Magic Life-Face Swap&Effects,,2022/2/7,2022/2/9,3988,APP_INSTALLS,18-65,,IOS
16134003268,Google,1566321148,PopShooter Blast,,2022/2/7,2022/2/17,6673,APP_INSTALLS,21-65,female,IOS
16140123078,Google,1600487011,Life Care-Care about yourself,,2022/2/8,2022/3/4,3988,APP_INSTALLS,18-65,,IOS
